date,year,tournament,stage,home_team,away_team,home_goals,away_goals,result,extra_time,penalty_shootout
2010-06-13,2010,2010 FIFA World Cup,group stage,Serbia,Ghana,0,1,A,0,0
2010-06-13,2010,2010 FIFA World Cup,group stage,Germany,Australia,4,0,H,0,0
2010-06-14,2010,2010 FIFA World Cup,group stage,Netherlands,Denmark,2,0,H,0,0
2010-06-14,2010,2010 FIFA World Cup,group stage,Japan,Cameroon,1,0,H,0,0
2010-06-14,2010,2010 FIFA World Cup,group stage,Italy,Paraguay,1,1,D,0,0
2010-06-15,2010,2010 FIFA World Cup,group stage,Ivory Coast,Portugal,0,0,D,0,0
2010-06-15,2010,2010 FIFA World Cup,group stage,New Zealand,Slovakia,1,1,D,0,0
2010-06-15,2010,2010 FIFA World Cup,group stage,Brazil,North Korea,2,1,H,0,0
2010-06-16,2010,2010 FIFA World Cup,group stage,South Africa,Uruguay,0,3,A,0,0
2010-06-16,2010,2010 FIFA World Cup,group stage,Spain,Switzerland,0,1,A,0,0
2010-06-16,2010,2010 FIFA World Cup,group stage,Honduras,Chile,0,1,A,0,0
2010-06-17,2010,2010 FIFA World Cup,group stage,Argentina,South Korea,4,1,H,0,0
2010-06-17,2010,2010 FIFA World Cup,group stage,Greece,Nigeria,2,1,H,0,0
2010-06-17,2010,2010 FIFA World Cup,group stage,France,Mexico,0,2,A,0,0
2010-06-18,2010,2010 FIFA World Cup,group stage,Germany,Serbia,0,1,A,0,0
2010-06-18,2010,2010 FIFA World Cup,group stage,Slovenia,United States,2,2,D,0,0
2010-06-18,2010,2010 FIFA World Cup,group stage,England,Algeria,0,0,D,0,0
2010-06-19,2010,2010 FIFA World Cup,group stage,Netherlands,Japan,1,0,H,0,0
2010-06-19,2010,2010 FIFA World Cup,group stage,Ghana,Australia,1,1,D,0,0
2010-06-19,2010,2010 FIFA World Cup,group stage,Cameroon,Denmark,1,2,A,0,0
2010-06-20,2010,2010 FIFA World Cup,group stage,Slovakia,Paraguay,0,2,A,0,0
2010-06-20,2010,2010 FIFA World Cup,group stage,Italy,New Zealand,1,1,D,0,0
2010-06-20,2010,2010 FIFA World Cup,group stage,Brazil,Ivory Coast,3,1,H,0,0
2010-06-21,2010,2010 FIFA World Cup,group stage,Chile,Switzerland,1,0,H,0,0
2010-06-21,2010,2010 FIFA World Cup,group stage,Spain,Honduras,2,0,H,0,0
2010-06-21,2010,2010 FIFA World Cup,group stage,Portugal,North Korea,7,0,H,0,0
2010-06-22,2010,2010 FIFA World Cup,group stage,France,South Africa,1,2,A,0,0
2010-06-22,2010,2010 FIFA World Cup,group stage,Mexico,Uruguay,0,1,A,0,0
2010-06-22,2010,2010 FIFA World Cup,group stage,Greece,Argentina,0,2,A,0,0
2010-06-22,2010,2010 FIFA World Cup,group stage,Nigeria,South Korea,2,2,D,0,0
2010-06-23,2010,2010 FIFA World Cup,group stage,Slovenia,England,0,1,A,0,0
2010-06-23,2010,2010 FIFA World Cup,group stage,United States,Algeria,1,0,H,0,0
2010-06-23,2010,2010 FIFA World Cup,group stage,Australia,Serbia,2,1,H,0,0
2010-06-23,2010,2010 FIFA World Cup,group stage,Ghana,Germany,0,1,A,0,0
2010-06-24,2010,2010 FIFA World Cup,group stage,Paraguay,New Zealand,0,0,D,0,0
2010-06-24,2010,2010 FIFA World Cup,group stage,Slovakia,Italy,3,2,H,0,0
2010-06-24,2010,2010 FIFA World Cup,group stage,Cameroon,Netherlands,1,2,A,0,0
2010-06-24,2010,2010 FIFA World Cup,group stage,Denmark,Japan,1,3,A,0,0
2010-06-25,2010,2010 FIFA World Cup,group stage,Switzerland,Honduras,0,0,D,0,0
2010-06-25,2010,2010 FIFA World Cup,group stage,Chile,Spain,1,2,A,0,0
2010-06-25,2010,2010 FIFA World Cup,group stage,North Korea,Ivory Coast,0,3,A,0,0
2010-06-25,2010,2010 FIFA World Cup,group stage,Portugal,Brazil,0,0,D,0,0
2010-06-26,2010,2010 FIFA World Cup,round of 16,Uruguay,South Korea,2,1,H,0,0
2010-06-26,2010,2010 FIFA World Cup,round of 16,United States,Ghana,1,2,A,1,0
2010-06-27,2010,2010 FIFA World Cup,round of 16,Germany,England,4,1,H,0,0
2010-06-27,2010,2010 FIFA World Cup,round of 16,Argentina,Mexico,3,1,H,0,0
2010-06-28,2010,2010 FIFA World Cup,round of 16,Netherlands,Slovakia,2,1,H,0,0
2010-06-28,2010,2010 FIFA World Cup,round of 16,Brazil,Chile,3,0,H,0,0
2010-06-29,2010,2010 FIFA World Cup,round of 16,Paraguay,Japan,0,0,H,1,1
2010-06-29,2010,2010 FIFA World Cup,round of 16,Spain,Portugal,1,0,H,0,0
2010-07-02,2010,2010 FIFA World Cup,quarter-finals,Uruguay,Ghana,1,1,H,1,1
2010-07-02,2010,2010 FIFA World Cup,quarter-finals,Netherlands,Brazil,2,1,H,0,0
2010-07-03,2010,2010 FIFA World Cup,quarter-finals,Paraguay,Spain,0,1,A,0,0
2010-07-03,2010,2010 FIFA World Cup,quarter-finals,Argentina,Germany,0,4,A,0,0
2010-07-06,2010,2010 FIFA World Cup,semi-finals,Uruguay,Netherlands,2,3,A,0,0
2010-07-07,2010,2010 FIFA World Cup,semi-finals,Germany,Spain,0,1,A,0,0
2010-07-10,2010,2010 FIFA World Cup,third-place match,Uruguay,Germany,2,3,A,0,0
2010-07-11,2010,2010 FIFA World Cup,final,Netherlands,Spain,0,1,A,1,0
2014-06-12,2014,2014 FIFA World Cup,group stage,Brazil,Croatia,3,1,H,0,0
2014-06-13,2014,2014 FIFA World Cup,group stage,Chile,Australia,3,1,H,0,0
2014-06-13,2014,2014 FIFA World Cup,group stage,Mexico,Cameroon,1,0,H,0,0
2014-06-13,2014,2014 FIFA World Cup,group stage,Spain,Netherlands,1,5,A,0,0
2014-06-14,2014,2014 FIFA World Cup,group stage,England,Italy,1,2,A,0,0
2014-06-14,2014,2014 FIFA World Cup,group stage,Ivory Coast,Japan,2,1,H,0,0
2014-06-14,2014,2014 FIFA World Cup,group stage,Colombia,Greece,3,0,H,0,0
2014-06-14,2014,2014 FIFA World Cup,group stage,Uruguay,Costa Rica,1,3,A,0,0
2014-06-15,2014,2014 FIFA World Cup,group stage,France,Honduras,3,0,H,0,0
2014-06-15,2014,2014 FIFA World Cup,group stage,Argentina,Bosnia and Herzegovina,2,1,H,0,0
2014-06-15,2014,2014 FIFA World Cup,group stage,Switzerland,Ecuador,2,1,H,0,0
2014-06-16,2014,2014 FIFA World Cup,group stage,Germany,Portugal,4,0,H,0,0
2014-06-16,2014,2014 FIFA World Cup,group stage,Iran,Nigeria,0,0,D,0,0
2014-06-16,2014,2014 FIFA World Cup,group stage,Ghana,United States,1,2,A,0,0
2014-06-17,2014,2014 FIFA World Cup,group stage,Belgium,Algeria,2,1,H,0,0
2014-06-17,2014,2014 FIFA World Cup,group stage,Brazil,Mexico,0,0,D,0,0
2014-06-17,2014,2014 FIFA World Cup,group stage,Russia,South Korea,1,1,D,0,0
2014-06-18,2014,2014 FIFA World Cup,group stage,Australia,Netherlands,2,3,A,0,0
2014-06-18,2014,2014 FIFA World Cup,group stage,Spain,Chile,0,2,A,0,0
2014-06-18,2014,2014 FIFA World Cup,group stage,Cameroon,Croatia,0,4,A,0,0
2014-06-19,2014,2014 FIFA World Cup,group stage,Japan,Greece,0,0,D,0,0
2014-06-19,2014,2014 FIFA World Cup,group stage,Colombia,Ivory Coast,2,1,H,0,0
2014-06-19,2014,2014 FIFA World Cup,group stage,Uruguay,England,2,1,H,0,0
2014-06-20,2014,2014 FIFA World Cup,group stage,Honduras,Ecuador,1,2,A,0,0
2014-06-20,2014,2014 FIFA World Cup,group stage,Italy,Costa Rica,0,1,A,0,0
2014-06-20,2014,2014 FIFA World Cup,group stage,Switzerland,France,2,5,A,0,0
2014-06-21,2014,2014 FIFA World Cup,group stage,Argentina,Iran,1,0,H,0,0
2014-06-21,2014,2014 FIFA World Cup,group stage,Germany,Ghana,2,2,D,0,0
2014-06-21,2014,2014 FIFA World Cup,group stage,Nigeria,Bosnia and Herzegovina,1,0,H,0,0
2014-06-22,2014,2014 FIFA World Cup,group stage,Belgium,Russia,1,0,H,0,0
2014-06-22,2014,2014 FIFA World Cup,group stage,South Korea,Algeria,2,4,A,0,0
2014-06-22,2014,2014 FIFA World Cup,group stage,United States,Portugal,2,2,D,0,0
2014-06-23,2014,2014 FIFA World Cup,group stage,Cameroon,Brazil,1,4,A,0,0
2014-06-23,2014,2014 FIFA World Cup,group stage,Australia,Spain,0,3,A,0,0
2014-06-23,2014,2014 FIFA World Cup,group stage,Netherlands,Chile,2,0,H,0,0
2014-06-23,2014,2014 FIFA World Cup,group stage,Croatia,Mexico,1,3,A,0,0
2014-06-24,2014,2014 FIFA World Cup,group stage,Greece,Ivory Coast,2,1,H,0,0
2014-06-24,2014,2014 FIFA World Cup,group stage,Japan,Colombia,1,4,A,0,0
2014-06-24,2014,2014 FIFA World Cup,group stage,Italy,Uruguay,0,1,A,0,0
2014-06-24,2014,2014 FIFA World Cup,group stage,Costa Rica,England,0,0,D,0,0
2014-06-25,2014,2014 FIFA World Cup,group stage,Bosnia and Herzegovina,Iran,3,1,H,0,0
2014-06-25,2014,2014 FIFA World Cup,group stage,Nigeria,Argentina,2,3,A,0,0
2014-06-25,2014,2014 FIFA World Cup,group stage,Honduras,Switzerland,0,3,A,0,0
2014-06-25,2014,2014 FIFA World Cup,group stage,Ecuador,France,0,0,D,0,0
2014-06-26,2014,2014 FIFA World Cup,group stage,Portugal,Ghana,2,1,H,0,0
2014-06-26,2014,2014 FIFA World Cup,group stage,United States,Germany,0,1,A,0,0
2014-06-26,2014,2014 FIFA World Cup,group stage,Algeria,Russia,1,1,D,0,0
2014-06-26,2014,2014 FIFA World Cup,group stage,South Korea,Belgium,0,1,A,0,0
2014-06-28,2014,2014 FIFA World Cup,round of 16,Brazil,Chile,1,1,H,1,1
2014-06-28,2014,2014 FIFA World Cup,round of 16,Colombia,Uruguay,2,0,H,0,0
2014-06-29,2014,2014 FIFA World Cup,round of 16,Netherlands,Mexico,2,1,H,0,0
2014-06-29,2014,2014 FIFA World Cup,round of 16,Costa Rica,Greece,1,1,H,1,1
2014-06-30,2014,2014 FIFA World Cup,round of 16,Germany,Algeria,2,1,H,1,0
2014-06-30,2014,2014 FIFA World Cup,round of 16,France,Nigeria,2,0,H,0,0
2014-07-01,2014,2014 FIFA World Cup,round of 16,Argentina,Switzerland,1,0,H,1,0
2014-07-01,2014,2014 FIFA World Cup,round of 16,Belgium,United States,2,1,H,1,0
2014-07-04,2014,2014 FIFA World Cup,quarter-finals,France,Germany,0,1,A,0,0
2014-07-04,2014,2014 FIFA World Cup,quarter-finals,Brazil,Colombia,2,1,H,0,0
2014-07-05,2014,2014 FIFA World Cup,quarter-finals,Argentina,Belgium,1,0,H,0,0
2014-07-05,2014,2014 FIFA World Cup,quarter-finals,Netherlands,Costa Rica,0,0,H,1,1
2014-07-08,2014,2014 FIFA World Cup,semi-finals,Brazil,Germany,1,7,A,0,0
2014-07-09,2014,2014 FIFA World Cup,semi-finals,Netherlands,Argentina,0,0,A,1,1
2014-07-12,2014,2014 FIFA World Cup,third-place match,Brazil,Netherlands,0,3,A,0,0
2014-07-13,2014,2014 FIFA World Cup,final,Germany,Argentina,1,0,H,1,0
2018-06-14,2018,2018 FIFA World Cup,group stage,Russia,Saudi Arabia,5,0,H,0,0
2018-06-15,2018,2018 FIFA World Cup,group stage,Morocco,Iran,0,1,A,0,0
2018-06-15,2018,2018 FIFA World Cup,group stage,Portugal,Spain,3,3,D,0,0
2018-06-15,2018,2018 FIFA World Cup,group stage,Egypt,Uruguay,0,1,A,0,0
2018-06-16,2018,2018 FIFA World Cup,group stage,Peru,Denmark,0,1,A,0,0
2018-06-16,2018,2018 FIFA World Cup,group stage,Croatia,Nigeria,2,0,H,0,0
2018-06-16,2018,2018 FIFA World Cup,group stage,France,Australia,2,1,H,0,0
2018-06-16,2018,2018 FIFA World Cup,group stage,Argentina,Iceland,1,1,D,0,0
2018-06-17,2018,2018 FIFA World Cup,group stage,Costa Rica,Serbia,0,1,A,0,0
2018-06-17,2018,2018 FIFA World Cup,group stage,Germany,Mexico,0,1,A,0,0
2018-06-17,2018,2018 FIFA World Cup,group stage,Brazil,Switzerland,1,1,D,0,0
2018-06-18,2018,2018 FIFA World Cup,group stage,Sweden,South Korea,1,0,H,0,0
2018-06-18,2018,2018 FIFA World Cup,group stage,Belgium,Panama,3,0,H,0,0
2018-06-18,2018,2018 FIFA World Cup,group stage,Tunisia,England,1,2,A,0,0
2018-06-19,2018,2018 FIFA World Cup,group stage,Colombia,Japan,1,2,A,0,0
2018-06-19,2018,2018 FIFA World Cup,group stage,Poland,Senegal,1,2,A,0,0
2018-06-19,2018,2018 FIFA World Cup,group stage,Russia,Egypt,3,1,H,0,0
2018-06-20,2018,2018 FIFA World Cup,group stage,Portugal,Morocco,1,0,H,0,0
2018-06-20,2018,2018 FIFA World Cup,group stage,Uruguay,Saudi Arabia,1,0,H,0,0
2018-06-20,2018,2018 FIFA World Cup,group stage,Iran,Spain,0,1,A,0,0
2018-06-21,2018,2018 FIFA World Cup,group stage,Argentina,Croatia,0,3,A,0,0
2018-06-21,2018,2018 FIFA World Cup,group stage,Denmark,Australia,1,1,D,0,0
2018-06-21,2018,2018 FIFA World Cup,group stage,France,Peru,1,0,H,0,0
2018-06-22,2018,2018 FIFA World Cup,group stage,Brazil,Costa Rica,2,0,H,0,0
2018-06-22,2018,2018 FIFA World Cup,group stage,Nigeria,Iceland,2,0,H,0,0
2018-06-22,2018,2018 FIFA World Cup,group stage,Serbia,Switzerland,1,2,A,0,0
2018-06-23,2018,2018 FIFA World Cup,group stage,Belgium,Tunisia,5,2,H,0,0
2018-06-23,2018,2018 FIFA World Cup,group stage,South Korea,Mexico,1,2,A,0,0
2018-06-23,2018,2018 FIFA World Cup,group stage,Germany,Sweden,2,1,H,0,0
2018-06-24,2018,2018 FIFA World Cup,group stage,Poland,Colombia,0,3,A,0,0
2018-06-24,2018,2018 FIFA World Cup,group stage,England,Panama,6,1,H,0,0
2018-06-24,2018,2018 FIFA World Cup,group stage,Japan,Senegal,2,2,D,0,0
2018-06-25,2018,2018 FIFA World Cup,group stage,Spain,Morocco,2,2,D,0,0
2018-06-25,2018,2018 FIFA World Cup,group stage,Iran,Portugal,1,1,D,0,0
2018-06-25,2018,2018 FIFA World Cup,group stage,Saudi Arabia,Egypt,2,1,H,0,0
2018-06-25,2018,2018 FIFA World Cup,group stage,Uruguay,Russia,3,0,H,0,0
2018-06-26,2018,2018 FIFA World Cup,group stage,Nigeria,Argentina,1,2,A,0,0
2018-06-26,2018,2018 FIFA World Cup,group stage,Iceland,Croatia,1,2,A,0,0
2018-06-26,2018,2018 FIFA World Cup,group stage,Australia,Peru,0,2,A,0,0
2018-06-26,2018,2018 FIFA World Cup,group stage,Denmark,France,0,0,D,0,0
2018-06-27,2018,2018 FIFA World Cup,group stage,South Korea,Germany,2,0,H,0,0
2018-06-27,2018,2018 FIFA World Cup,group stage,Mexico,Sweden,0,3,A,0,0
2018-06-27,2018,2018 FIFA World Cup,group stage,Serbia,Brazil,0,2,A,0,0
2018-06-27,2018,2018 FIFA World Cup,group stage,Switzerland,Costa Rica,2,2,D,0,0
2018-06-28,2018,2018 FIFA World Cup,group stage,Japan,Poland,0,1,A,0,0
2018-06-28,2018,2018 FIFA World Cup,group stage,Senegal,Colombia,0,1,A,0,0
2018-06-28,2018,2018 FIFA World Cup,group stage,England,Belgium,0,1,A,0,0
2018-06-28,2018,2018 FIFA World Cup,group stage,Panama,Tunisia,1,2,A,0,0
2018-06-30,2018,2018 FIFA World Cup,round of 16,Uruguay,Portugal,2,1,H,0,0
2018-06-30,2018,2018 FIFA World Cup,round of 16,France,Argentina,4,3,H,0,0
2018-07-01,2018,2018 FIFA World Cup,round of 16,Spain,Russia,1,1,A,1,1
2018-07-01,2018,2018 FIFA World Cup,round of 16,Croatia,Denmark,1,1,H,1,1
2018-07-02,2018,2018 FIFA World Cup,round of 16,Belgium,Japan,3,2,H,0,0
2018-07-02,2018,2018 FIFA World Cup,round of 16,Brazil,Mexico,2,0,H,0,0
2018-07-03,2018,2018 FIFA World Cup,round of 16,Sweden,Switzerland,1,0,H,0,0
2018-07-03,2018,2018 FIFA World Cup,round of 16,Colombia,England,1,1,A,1,1
2018-07-06,2018,2018 FIFA World Cup,quarter-finals,Uruguay,France,0,2,A,0,0
2018-07-06,2018,2018 FIFA World Cup,quarter-finals,Brazil,Belgium,1,2,A,0,0
2018-07-07,2018,2018 FIFA World Cup,quarter-finals,Sweden,England,0,2,A,0,0
2018-07-07,2018,2018 FIFA World Cup,quarter-finals,Russia,Croatia,2,2,A,1,1
2018-07-10,2018,2018 FIFA World Cup,semi-finals,France,Belgium,1,0,H,0,0
2018-07-11,2018,2018 FIFA World Cup,semi-finals,Croatia,England,2,1,H,1,0
2018-07-14,2018,2018 FIFA World Cup,third-place match,Belgium,England,2,0,H,0,0
2018-07-15,2018,2018 FIFA World Cup,final,France,Croatia,4,2,H,0,0
2022-11-20,2022,2022 FIFA World Cup,group stage,Qatar,Ecuador,0,2,A,0,0
2022-11-21,2022,2022 FIFA World Cup,group stage,United States,Wales,1,1,D,0,0
2022-11-21,2022,2022 FIFA World Cup,group stage,England,Iran,6,2,H,0,0
2022-11-21,2022,2022 FIFA World Cup,group stage,Senegal,Netherlands,0,2,A,0,0
2022-11-22,2022,2022 FIFA World Cup,group stage,Argentina,Saudi Arabia,1,2,A,0,0
2022-11-22,2022,2022 FIFA World Cup,group stage,Denmark,Tunisia,0,0,D,0,0
2022-11-22,2022,2022 FIFA World Cup,group stage,Mexico,Poland,0,0,D,0,0
2022-11-22,2022,2022 FIFA World Cup,group stage,France,Australia,4,1,H,0,0
2022-11-23,2022,2022 FIFA World Cup,group stage,Morocco,Croatia,0,0,D,0,0
2022-11-23,2022,2022 FIFA World Cup,group stage,Germany,Japan,1,2,A,0,0
2022-11-23,2022,2022 FIFA World Cup,group stage,Spain,Costa Rica,7,0,H,0,0
2022-11-23,2022,2022 FIFA World Cup,group stage,Belgium,Canada,1,0,H,0,0
2022-11-24,2022,2022 FIFA World Cup,group stage,Brazil,Serbia,2,0,H,0,0
2022-11-24,2022,2022 FIFA World Cup,group stage,Switzerland,Cameroon,1,0,H,0,0
2022-11-24,2022,2022 FIFA World Cup,group stage,Uruguay,South Korea,0,0,D,0,0
2022-11-24,2022,2022 FIFA World Cup,group stage,Portugal,Ghana,3,2,H,0,0
2022-11-25,2022,2022 FIFA World Cup,group stage,England,United States,0,0,D,0,0
2022-11-25,2022,2022 FIFA World Cup,group stage,Netherlands,Ecuador,1,1,D,0,0
2022-11-25,2022,2022 FIFA World Cup,group stage,Wales,Iran,0,2,A,0,0
2022-11-25,2022,2022 FIFA World Cup,group stage,Qatar,Senegal,1,3,A,0,0
2022-11-26,2022,2022 FIFA World Cup,group stage,Tunisia,Australia,0,1,A,0,0
2022-11-26,2022,2022 FIFA World Cup,group stage,Poland,Saudi Arabia,2,0,H,0,0
2022-11-26,2022,2022 FIFA World Cup,group stage,France,Denmark,2,1,H,0,0
2022-11-26,2022,2022 FIFA World Cup,group stage,Argentina,Mexico,2,0,H,0,0
2022-11-27,2022,2022 FIFA World Cup,group stage,Spain,Germany,1,1,D,0,0
2022-11-27,2022,2022 FIFA World Cup,group stage,Japan,Costa Rica,0,1,A,0,0
2022-11-27,2022,2022 FIFA World Cup,group stage,Belgium,Morocco,0,2,A,0,0
2022-11-27,2022,2022 FIFA World Cup,group stage,Croatia,Canada,4,1,H,0,0
2022-11-28,2022,2022 FIFA World Cup,group stage,Brazil,Switzerland,1,0,H,0,0
2022-11-28,2022,2022 FIFA World Cup,group stage,Portugal,Uruguay,2,0,H,0,0
2022-11-28,2022,2022 FIFA World Cup,group stage,Cameroon,Serbia,3,3,D,0,0
2022-11-28,2022,2022 FIFA World Cup,group stage,South Korea,Ghana,2,3,A,0,0
2022-11-29,2022,2022 FIFA World Cup,group stage,Wales,England,0,3,A,0,0
2022-11-29,2022,2022 FIFA World Cup,group stage,Iran,United States,0,1,A,0,0
2022-11-29,2022,2022 FIFA World Cup,group stage,Ecuador,Senegal,1,2,A,0,0
2022-11-29,2022,2022 FIFA World Cup,group stage,Netherlands,Qatar,2,0,H,0,0
2022-11-30,2022,2022 FIFA World Cup,group stage,Australia,Denmark,1,0,H,0,0
2022-11-30,2022,2022 FIFA World Cup,group stage,Tunisia,France,1,0,H,0,0
2022-11-30,2022,2022 FIFA World Cup,group stage,Poland,Argentina,0,2,A,0,0
2022-11-30,2022,2022 FIFA World Cup,group stage,Saudi Arabia,Mexico,1,2,A,0,0
2022-12-01,2022,2022 FIFA World Cup,group stage,Canada,Morocco,1,2,A,0,0
2022-12-01,2022,2022 FIFA World Cup,group stage,Croatia,Belgium,0,0,D,0,0
2022-12-01,2022,2022 FIFA World Cup,group stage,Costa Rica,Germany,2,4,A,0,0
2022-12-01,2022,2022 FIFA World Cup,group stage,Japan,Spain,2,1,H,0,0
2022-12-02,2022,2022 FIFA World Cup,group stage,Serbia,Switzerland,2,3,A,0,0
2022-12-02,2022,2022 FIFA World Cup,group stage,Cameroon,Brazil,1,0,H,0,0
2022-12-02,2022,2022 FIFA World Cup,group stage,Ghana,Uruguay,0,2,A,0,0
2022-12-02,2022,2022 FIFA World Cup,group stage,South Korea,Portugal,2,1,H,0,0
2022-12-03,2022,2022 FIFA World Cup,round of 16,Netherlands,United States,3,1,H,0,0
2022-12-03,2022,2022 FIFA World Cup,round of 16,Argentina,Australia,2,1,H,0,0
2022-12-04,2022,2022 FIFA World Cup,round of 16,France,Poland,3,1,H,0,0
2022-12-04,2022,2022 FIFA World Cup,round of 16,England,Senegal,3,0,H,0,0
2022-12-05,2022,2022 FIFA World Cup,round of 16,Japan,Croatia,1,1,A,1,1
2022-12-05,2022,2022 FIFA World Cup,round of 16,Brazil,South Korea,4,1,H,0,0
2022-12-06,2022,2022 FIFA World Cup,round of 16,Morocco,Spain,0,0,H,1,1
2022-12-06,2022,2022 FIFA World Cup,round of 16,Portugal,Switzerland,6,1,H,0,0
2022-12-09,2022,2022 FIFA World Cup,quarter-finals,Croatia,Brazil,1,1,H,1,1
2022-12-09,2022,2022 FIFA World Cup,quarter-finals,Netherlands,Argentina,2,2,A,1,1
2022-12-10,2022,2022 FIFA World Cup,quarter-finals,Morocco,Portugal,1,0,H,0,0
2022-12-10,2022,2022 FIFA World Cup,quarter-finals,England,France,1,2,A,0,0
2022-12-13,2022,2022 FIFA World Cup,semi-finals,Argentina,Croatia,3,0,H,0,0
2022-12-14,2022,2022 FIFA World Cup,semi-finals,France,Morocco,2,0,H,0,0
2022-12-17,2022,2022 FIFA World Cup,third-place match,Croatia,Morocco,2,1,H,0,0
2022-12-18,2022,2022 FIFA World Cup,final,Argentina,France,3,3,H,1,1
